  .849992096  .501256585
  .849968433  .502512991
  .849928975  .50376904
  .849873722  .505024433
  .849802673  .506279051
  .849715889  .507532656
  .849613369  .508785129
  .849495113  .51003617
  .849361122  .511285663
  .849211454  .512533307
  .849046171  .513779044
  .848865151  .515022576
  .848668575  .516263723
  .848456442  .517502308
  .848228753  .518738151
  .847985506  .519971013
  .847726822  .521200716
  .8474527  .522427082
  .8471632  .523649871
  .846858323  .524868965
  .846538186  .526084125
  .846202791  .527295172
  .845852196  .528501928
  .845486462  .529704154
  .845105648  .53090173
  .844709814  .532094359
  .844299078  .533281982
  .843873382  .5344643
  .843432903  .535641193
  .842977643  .536812484
  .84250772  .537977934
  .842023194  .539137363
  .841524124  .540290654
  .841010571  .541437566
  .840482712  .542577922
  .839940548  .543711603
  .839384139  .544838309
  .838813663  .545957983
  .83822912  .547070384
  .837630689  .548175395
  .837018371  .549272716
  .836392343  .550362349
  .835752666  .551443934
  .835099459  .552517474
  .834432781  .553582668
  .833752811  .554639459
  .833059609  .555687547
  .832353234  .556726873
  .831633925  .557757258
  .830901682  .558778524
  .830156684  .559790492
  .829399049  .560793042
  .828628838  .561785936
  .827846229  .562769115
  .827051342  .563742399
  .826244235  .56470561
  .825425148  .565658569
  .82459414  .566601217
  .82375133  .567533255
  .822896838  .568454683
  .822030902  .569365323
  .821153581  .570264995
  .820264995  .571153581
  .819365323  .572030902
  .818454683  .572896838
  .817533255  .57375133
  .816601217  .57459414
  .815658569  .575425148
  .81470561  .576244235
  .813742399  .577051342
  .812769115  .577846229
  .811785936  .578628838
  .810793042  .579399049
  .809790492  .580156684
  .808778524  .580901682
  .807757258  .581633925
  .806726873  .582353234
  .805687547  .583059609
  .804639459  .583752811
  .803582668  .584432781
  .802517474  .585099459
  .801443934  .585752666
  .800362289  .586392343
  .799272716  .587018371
  .798175335  .587630689
  .797070384  .58822912
  .795957983  .588813663
  .794838309  .589384139
  .793711603  .589940548
  .792577922  .590482712
  .791437566  .59101063
  .790290654  .591524124
  .789137363  .592023194
  .787977934  .59250772
  .786812484  .592977643
  .785641193  .593432903
  .7844643  .593873382
  .783281982  .594299078
  .782094359  .594709814
  .78090167  .595105648
  .779704154  .595486462
  .778501928  .595852196
  .777295172  .596202791
  .776084125  .596538186
  .774868965  .596858323
  .773649871  .5971632
  .772427082  .5974527
  .771200716  .597726822
  .769971013  .597985506
  .768738151  .598228753
  .767502308  .598456442
  .766263723  .598668575
  .765022576  .598865151
  .763779044  .599046171
  .762533307  .599211454
  .761285603  .599361122
  .76003617  .599495113
  .758785129  .599613369
  .757532656  .599715889
  .756279051  .599802673
  .755024433  .599873722
  .75376904  .599928975
  .752512991  .599968433
  .751256585  .599992096
  .75  .600000024
  .748743415  .599992096
  .747487009  .599968433
  .74623096  .599928975
  .744975567  .599873722
  .743720949  .599802673
  .742467344  .599715889
  .741214871  .599613369
  .73996383  .599495113
  .738714337  .599361122
  .737466693  .599211454
  .736220956  .599046171
  .734977424  .598865151
  .733736277  .598668575
  .732497692  .598456442
  .731261849  .598228753
  .730028987  .597985506
  .728799284  .597726822
  .727572918  .5974527
  .726350069  .5971632
  .725131035  .596858323
  .723915875  .596538186
  .722704828  .596202791
  .721498072  .595852196
  .720295846  .595486462
  .71909827  .595105648
  .717905641  .594709814
  .716718018  .594299078
  .7155357  .593873382
  .714358807  .593432903
  .713187516  .592977643
  .712022066  .59250772
  .710862637  .592023194
  .709709346  .591524124
  .708562434  .591010571
  .707422078  .590482712
  .706288397  .589940548
  .705161691  .589384139
  .704042017  .588813663
  .702929616  .58822912
  .701824605  .587630689
  .700727284  .587018371
  .699637651  .586392343
  .698556066  .585752666
  .697482526  .585099459
  .696417332  .584432781
  .695360541  .583752811
  .694312453  .583059609
  .693273127  .582353234
  .692242742  .581633925
  .691221476  .580901682
  .690209508  .580156684
  .689206958  .579399049
  .688214004  .578628838
  .687230885  .577846229
  .686257601  .577051342
  .68529439  .576244235
  .684341431  .575425148
  .683398783  .57459414
  .682466686  .57375133
  .681545317  .572896838
  .680634677  .572030902
  .679735005  .571153581
  .678846419  .570264995
  .677969098  .569365323
  .677103162  .568454683
  .67624867  .567533255
  .67540586  .566601217
  .674574852  .565658569
  .673755765  .56470561
  .672948658  .563742399
  .672153771  .562769115
  .671371162  .561785936
  .670600951  .560793042
  .669843316  .559790492
  .669098318  .558778524
  .668366075  .557757258
  .667646766  .556726873
  .666940391  .555687547
  .666247189  .554639399
  .665567219  .553582668
  .664900541  .552517474
  .664247334  .551443934
  .663607657  .550362349
  .662981629  .549272716
  .662369311  .548175335
  .66177088  .547070384
  .661186337  .545957983
  .660615861  .544838309
  .660059452  .543711603
  .659517288  .542577922
  .65898937  .541437566
  .658475876  .540290654
  .657976806  .539137363
  .65749228  .537977934
  .657022357  .536812425
  .656567097  .535641193
  .656126618  .5344643
  .655700922  .533281922
  .655290186  .532094359
  .654894352  .53090173
  .654513538  .529704154
  .654147804  .528501928
  .653797209  .527295172
  .653461814  .526084125
  .653141677  .524868965
  .6528368  .523649871
  .6525473  .522427082
  .652273178  .521200716
  .652014494  .519971013
  .651771247  .518738151
  .651543558  .517502308
  .651331425  .516263723
  .651134849  .515022576
  .650953829  .513779044
  .650788546  .512533307
  .650638878  .511285663
  .650504887  .51003617
  .650386631  .508785129
  .650284111  .507532656
  .650197327  .506279051
  .650126278  .505024433
  .650071025  .50376904
  .650031567  .502512991
  .650007904  .501256585
  .649999976  .5
  .650007904  .498743385
  .650031567  .497486979
  .650071025  .49623099
  .650126278  .494975567
